Link,Price,Model,Make,Year,Mileage,Steering Side,Seller Name,Trim,Regional Specs,Warranty,Exterior Color,Body Collection,Body Type,Mechanical Condition,Cylinder,Transmission Type,Horsepower,Fuel Type,Description
https://dubai.dubizzle.com/motors/used-cars/audi/q8/2022/7/4/2022-zero-km-audi-rs-q8-grey-metallic-warr-2-801---e40f31875cb04d97b3b7abda701341a2//,"695,000 ",Q8,Audi,2022,0 km,Left Hand,Pearl Motors Luxury Automobiles Trading L.L.C,RS Q8,Other,Yes,Grey,Perfect inside and out,SUV,Perfect inside and out,8,Automatic Transmission,500 - 600 HP,Petrol,"['Why Pearl Motors? ', '*Wide collection of luxury car marques under one roof ']"
https://dubai.dubizzle.com/motors/used-cars/mercedes-maybach/s-class/2022/9/12/2022-brand-new-maybach-s-680-v12-dual-tone-2-197---586212591a40487ab7d7e853a7086c5e//,"1,290,000 ",S-Class,Mercedes-Maybach,2022,0 km,Left Hand,Pearl Motors Luxury Automobiles Trading L.L.C,S 680,GCC Specs,Yes,Gold,Perfect inside and out,Sedan,Perfect inside and out,12,Automatic Transmission,600 - 700 HP,Petrol,"['Why Pearl Motors? ', '*Wide collection of luxury car marques under one roof ']"
https://dubai.dubizzle.com/motors/used-cars/lamborghini/urus/2022/9/2/2022-zero-km-lamborghini-urus-novitec-kit--2-156---6a91629e402f43739fb6ea73f8aaab4c//,"1,550,000 ",Urus,Lamborghini,2022,0 km,Left Hand,Pearl Motors Luxury Automobiles Trading L.L.C,Standard,Other,Yes,Black,Perfect inside and out,SUV,Perfect inside and out,8,Automatic Transmission,600 - 700 HP,Petrol,"['Why Pearl Motors? ', '*Wide collection of luxury car marques under one roof ']"
https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/sl-class/2022/11/16/2022-mercedes-benz-sl-43-amg-4-cyl-electri-2-894---c6c4ff9658254bcfab3f798632156285//,"735,000 ",SL-Class,Mercedes-Benz,2022,0 km,Left Hand,Pearl Motors Luxury Automobiles Trading L.L.C,Other,European Specs,Yes,Grey,Perfect inside and out,Soft Top Convertible,Perfect inside and out,4,Automatic Transmission,300 - 400 HP,Petrol,"['Why Pearl Motors? ', '*Wide collection of luxury car marques under one roof ']"
https://dubai.dubizzle.com/motors/used-cars/mercedes-amg/gt/2022/12/27/2022-brand-new-zero-km-mercedes-benz-gt-53-2-504---83923e249d504846a4af13a7a0a121a3//,"770,000 ",GT,Mercedes-AMG,2022,0 km,Left Hand,Pearl Motors Luxury Automobiles Trading L.L.C,N/A,Other,Yes,Blue,Perfect inside and out,Sports Car,Perfect inside and out,6,Automatic Transmission,400 - 500 HP,Petrol,"['Why Pearl Motors? ', '*Wide collection of luxury car marques under one roof ']"
https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/v-class/2023/1/7/2023-brand-new-zero-km-mercedes-benz-v250--2-455---fe0ecbb2934c4e7997d15f61879495d7//,"680,000 ",V-Class,Mercedes-Benz,2023,0 km,Left Hand,N/A,V 250,GCC Specs,Yes,Black,Perfect inside and out,SUV,Perfect inside and out,4,Automatic Transmission,300 - 400 HP,Petrol,"['Why Pearl Motors? ', '*Wide collection of luxury car marques under one roof ']"
https://dubai.dubizzle.com/motors/used-cars/bmw/x5/2023/7/3/bmw-x5-40i-exclusive-ref-63565-2-180---f09055324b5348a9817f006464175c78//,"255,000 ",X5,BMW,2019,"66,055 km",Left Hand,AGMC - BMW,Xdrive 40i,GCC Specs,Yes,Grey,Perfect inside and out,SUV,Perfect inside and out,6,Automatic Transmission,300 - 400 HP,Petrol,"['• AGMC is the official BMW Group Importer in Dubai, Sharjah & Northern Emirates. ', '• BPS is the Certified Pre-Owned Vehicle program  of  ']"
https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2023/6/26/mercedes-a35-as-is-basis-ref-1435167-2-767---d14cae726c774a8b968b6f06ad5f468d//,"175,000 ",A-Class,Mercedes-Benz,2020,"37,487 km",Left Hand,AGMC - BMW,AMG A 35,GCC Specs,No,Black,Perfect inside and out,Hatchback,Perfect inside and out,4,Automatic Transmission,200 - 300 HP,Petrol,"['For more information, contact our call center  Show Phone Number', 'Show Phone Number']"
https://dubai.dubizzle.com/motors/used-cars/bmw/x6/2023/6/21/bmw-x6-35i-exclusive-as-is-basis-ref-63833-2-322---e65291dd3be144bcb96f143fc7616e17//,"190,000 ",X6,BMW,2019,"53,462 km",Left Hand,AGMC - BMW,Xdrive35i Exclusive,GCC Specs,Yes,Black,Perfect inside and out,SUV,Perfect inside and out,6,Automatic Transmission,300 - 400 HP,Petrol,"['• AGMC is the official BMW Group Importer in Dubai, Sharjah & Northern Emirates. ', '• BPS is the Certified Pre-Owned Vehicle program  of  ']"
https://dubai.dubizzle.com/motors/used-cars/volvo/xc90/2023/7/17/volvo-xc9-2017-gcc-five-cameras-parking-as-2-533---2554f68131ff4cc4b14662e711a899ef//,"79,000 ",XC90,Volvo,2017,"241,190 km",Left Hand,Mohammad Waheed Used Cars Tr L L C,Other,GCC Specs,Does not apply,Brown,Perfect inside and out,SUV,Perfect inside and out,6,Automatic Transmission,200 - 300 HP,Petrol,"['Export Price: (AED 79,000), (USD:21,525) ', 'Car Specifications: ']"
https://dubai.dubizzle.com/motors/used-cars/gmc/yukon/2023/7/18/gmc-yukon-exclusive-bh-edition-2-862---0d4ff39b5650453e97f3663370920a25//,"285,000 ",Yukon,GMC,2023,0 km,Left Hand,Mohammad Waheed Used Cars Tr L L C,SLT,GCC Specs,Yes,Black,Perfect inside and out,SUV,Perfect inside and out,8,Automatic Transmission,200 - 300 HP,Petrol,"['GMC Yukon BH EDITION SLT ', 'Model: 2023 ']"
https://dubai.dubizzle.com/motors/used-cars/bentley/continental-gt/2023/7/31/2016-bentley-continental-gt-v8s-warranty-s-2-636---01d907c15da544ddaabee4acdd709ec3//,"329,000 ",Continental GT,Bentley,2016,"84,984 km",Left Hand,GTA Cars 2,Other,GCC Specs,Yes,White,Perfect inside and out,Coupe,Perfect inside and out,8,Automatic Transmission,500 - 600 HP,Petrol,"['2016 Bentley Continental GT V8S, 4.0TC V8 4WD, 521bhp, 8 Auto Speed Gearbox.  ', 'AED 329,000 or 6,251/ Month with a 20% Down Payment over 4 Years. ']"
https://dubai.dubizzle.com/motors/used-cars/porsche/boxster/2023/8/2/2022-porsche-718-boxster-spyder-warranty-f-2-001---296c19d158e74397a2c1e883848f8125//,"389,000 ",Boxster,Porsche,2022,"13,000 km",Left Hand,GTA Cars 2,Spyder,GCC Specs,Yes,Silver,Perfect inside and out,Soft Top Convertible,Perfect inside and out,6,Automatic Transmission,300 - 400 HP,Petrol,"['2022 Porsche 718 Boxster Spyder, 2.5 I4 F6 RWD, 350bhp, 7 Auto Speed Gearbox. ', 'AED 389,000 or AED 6,094 / Month with 20% Down Payment over 5 Years. ']"
https://dubai.dubizzle.com/motors/used-cars/audi/q5/2023/8/1/2014-audi-q5-quattro-2ot-full-audi-service-2-582---f8abacc98f6d43299d875fb6ebc1f528//,"65,000 ",Q5,Audi,2014,"88,393 km",Left Hand,GTA Cars 2,Standard,GCC Specs,Does not apply,Grey,Perfect inside and out,SUV,Perfect inside and out,4,Automatic Transmission,200 - 300 HP,Petrol,"['2014 Audi Q5 Quattro 2.0T, 2.0TC I4 4WD, 222bhp, 8 Auto Speed Gearbox. ', 'AED 65,000 or AED 2,318 / Month with 20% Down Payment over 2 Years. ']"
https://dubai.dubizzle.com/motors/used-cars/bmw/7-series/2023/6/10/2017-bmw-740li-full-bmw-service-history-wa-2-887---82a4d99d6d0040239cc9bb40634c0960//,"169,500 ",7-Series,BMW,2017,"65,223 km",Left Hand,GTA Cars 2,740Li,GCC Specs,Yes,Black,Perfect inside and out,Sedan,Perfect inside and out,6,Automatic Transmission,300 - 400 HP,Petrol,"['2017 BMW 740LI, 3.0TC I6 RWD, 326bhp, 8 Auto Speed Gearbox. ', 'AED 169,500 or AED 2,655 / Month with 20% Down Payment over 5 Years. ']"
